date,epiyear,epiweek,location,flu.admits
2022-11-05,2022,44,28,255
2022-11-12,2022,45,28,258
2022-11-19,2022,46,28,243
2022-11-26,2022,47,28,282
2022-12-03,2022,48,28,258
2022-12-10,2022,49,28,171
2022-12-17,2022,50,28,133
2022-12-24,2022,51,28,87
2022-12-31,2022,52,28,122
2023-01-07,2023,1,28,86
2023-01-14,2023,2,28,47
2023-01-21,2023,3,28,58
2023-01-28,2023,4,28,30
2023-02-04,2023,5,28,27
2023-02-11,2023,6,28,19
2023-02-18,2023,7,28,33
2023-02-25,2023,8,28,31
2023-03-04,2023,9,28,34
2023-03-11,2023,10,28,30
2023-03-18,2023,11,28,23
2023-03-25,2023,12,28,15
2023-04-01,2023,13,28,20
2023-04-08,2023,14,28,26
2023-04-15,2023,15,28,19
2023-04-22,2023,16,28,30
2023-04-29,2023,17,28,15
2023-05-06,2023,18,28,20
2023-05-13,2023,19,28,28
2023-05-20,2023,20,28,22
2023-05-27,2023,21,28,16
2022-02-12,2022,6,29,42
2022-02-19,2022,7,29,60
2022-02-26,2022,8,29,57
2022-03-05,2022,9,29,77
2022-03-12,2022,10,29,67
2022-03-19,2022,11,29,96
2022-03-26,2022,12,29,84
2022-04-02,2022,13,29,97
2022-04-09,2022,14,29,78
2022-04-16,2022,15,29,78
2022-04-23,2022,16,29,70
2022-04-30,2022,17,29,59
2022-05-07,2022,18,29,68
2022-05-14,2022,19,29,39
2022-05-21,2022,20,29,37
2022-05-28,2022,21,29,20
2022-06-04,2022,22,29,33
2022-06-11,2022,23,29,19
2022-06-18,2022,24,29,24
2022-06-25,2022,25,29,18
2022-07-02,2022,26,29,14
2022-07-09,2022,27,29,15
2022-07-16,2022,28,29,14
2022-07-23,2022,29,29,18
2022-07-30,2022,30,29,14
2022-08-06,2022,31,29,22
2022-08-13,2022,32,29,17
2022-08-20,2022,33,29,11
2022-08-27,2022,34,29,6
2022-09-03,2022,35,29,10
2022-09-10,2022,36,29,4
2022-09-17,2022,37,29,6
2022-09-24,2022,38,29,7
2022-10-01,2022,39,29,14
2022-10-08,2022,40,29,6
2022-10-15,2022,41,29,12
2022-10-22,2022,42,29,23
2022-10-29,2022,43,29,56
2022-11-05,2022,44,29,71
2022-11-12,2022,45,29,115
2022-11-19,2022,46,29,221
2022-11-26,2022,47,29,548
2022-12-03,2022,48,29,861
2022-12-10,2022,49,29,861
2022-12-17,2022,50,29,717
2022-12-24,2022,51,29,548
2022-12-31,2022,52,29,642
2023-01-07,2023,1,29,370
2023-01-14,2023,2,29,176
2023-01-21,2023,3,29,94
2023-01-28,2023,4,29,68
2023-02-04,2023,5,29,52
2023-02-11,2023,6,29,39
2023-02-18,2023,7,29,45
2023-02-25,2023,8,29,33
2023-03-04,2023,9,29,38
2023-03-11,2023,10,29,37
2023-03-18,2023,11,29,22
2023-03-25,2023,12,29,31
2023-04-01,2023,13,29,29
2023-04-08,2023,14,29,29
2023-04-15,2023,15,29,19
2023-04-22,2023,16,29,22
2023-04-29,2023,17,29,24
2023-05-06,2023,18,29,24
2023-05-13,2023,19,29,25
2023-05-20,2023,20,29,18
2023-05-27,2023,21,29,9
2022-02-12,2022,6,30,13
2022-02-19,2022,7,30,9
2022-02-26,2022,8,30,15
2022-03-05,2022,9,30,19
2022-03-12,2022,10,30,15
2022-03-19,2022,11,30,17
2022-03-26,2022,12,30,21
2022-04-02,2022,13,30,36
2022-04-09,2022,14,30,18
2022-04-16,2022,15,30,18
2022-04-23,2022,16,30,19
2022-04-30,2022,17,30,17
2022-05-07,2022,18,30,21
2022-05-14,2022,19,30,11
2022-05-21,2022,20,30,7
2022-05-28,2022,21,30,14
2022-06-04,2022,22,30,22
2022-06-11,2022,23,30,10
2022-06-18,2022,24,30,1
2022-06-25,2022,25,30,0
2022-07-02,2022,26,30,4
2022-07-09,2022,27,30,3
2022-07-16,2022,28,30,1
2022-07-23,2022,29,30,0
2022-07-30,2022,30,30,0
2022-08-06,2022,31,30,0
2022-08-13,2022,32,30,0
2022-08-20,2022,33,30,1
2022-08-27,2022,34,30,0
2022-09-03,2022,35,30,0
2022-09-10,2022,36,30,0
2022-09-17,2022,37,30,1
2022-09-24,2022,38,30,0
2022-10-01,2022,39,30,2
2022-10-08,2022,40,30,0
2022-10-15,2022,41,30,0
2022-10-22,2022,42,30,0
2022-10-29,2022,43,30,5
2022-11-05,2022,44,30,5
2022-11-12,2022,45,30,12
2022-11-19,2022,46,30,12
2022-11-26,2022,47,30,50
2022-12-03,2022,48,30,71
2022-12-10,2022,49,30,104
2022-12-17,2022,50,30,96
2022-12-24,2022,51,30,64
2022-12-31,2022,52,30,86
2023-01-07,2023,1,30,58
2023-01-14,2023,2,30,37
2023-01-21,2023,3,30,13
2023-01-28,2023,4,30,10
2023-02-04,2023,5,30,9
2023-02-11,2023,6,30,3
2023-02-18,2023,7,30,4
2023-02-25,2023,8,30,3
2023-03-04,2023,9,30,6
2023-03-11,2023,10,30,4
2023-03-18,2023,11,30,1
2023-03-25,2023,12,30,1
2023-04-01,2023,13,30,1
2023-04-08,2023,14,30,0
2023-04-15,2023,15,30,1
2023-04-22,2023,16,30,1
2023-04-29,2023,17,30,0
2023-05-06,2023,18,30,0
2023-05-13,2023,19,30,0
2023-05-20,2023,20,30,2
2023-05-27,2023,21,30,3
2022-02-12,2022,6,31,29
2022-02-19,2022,7,31,34
2022-02-26,2022,8,31,36
2022-03-05,2022,9,31,60
2022-03-12,2022,10,31,39
2022-03-19,2022,11,31,70
2022-03-26,2022,12,31,50
2022-04-02,2022,13,31,22
2022-04-09,2022,14,31,35
2022-04-16,2022,15,31,29
2022-04-23,2022,16,31,19
2022-04-30,2022,17,31,14
2022-05-07,2022,18,31,4
2022-05-14,2022,19,31,4
2022-05-21,2022,20,31,7
2022-05-28,2022,21,31,3
2022-06-04,2022,22,31,9
2022-06-11,2022,23,31,6
2022-06-18,2022,24,31,3
2022-06-25,2022,25,31,7
2022-07-02,2022,26,31,8
2022-07-09,2022,27,31,8
2022-07-16,2022,28,31,4
2022-07-23,2022,29,31,1
2022-07-30,2022,30,31,4
2022-08-06,2022,31,31,2
2022-08-13,2022,32,31,0
2022-08-20,2022,33,31,7
2022-08-27,2022,34,31,8
2022-09-03,2022,35,31,8
2022-09-10,2022,36,31,4
2022-09-17,2022,37,31,7
2022-09-24,2022,38,31,9
2022-10-01,2022,39,31,11
2022-10-08,2022,40,31,22
2022-10-15,2022,41,31,9
2022-10-22,2022,42,31,14
2022-10-29,2022,43,31,16
2022-11-05,2022,44,31,28
2022-11-12,2022,45,31,21
2022-11-19,2022,46,31,43
2022-11-26,2022,47,31,62
2022-12-03,2022,48,31,97
2022-12-10,2022,49,31,133
2022-12-17,2022,50,31,173
2022-12-24,2022,51,31,138
2022-12-31,2022,52,31,136
2023-01-07,2023,1,31,93
2023-01-14,2023,2,31,58
2023-01-21,2023,3,31,57
2023-01-28,2023,4,31,19
2023-02-04,2023,5,31,8
2023-02-11,2023,6,31,0
2023-02-18,2023,7,31,6
2023-02-25,2023,8,31,11
2023-03-04,2023,9,31,6
2023-03-11,2023,10,31,13
2023-03-18,2023,11,31,11
2023-03-25,2023,12,31,9
2023-04-01,2023,13,31,9
2023-04-08,2023,14,31,6
2023-04-15,2023,15,31,4
2023-04-22,2023,16,31,7
2023-04-29,2023,17,31,4
2023-05-06,2023,18,31,1
2023-05-13,2023,19,31,4
2023-05-20,2023,20,31,2
2023-05-27,2023,21,31,8
2022-02-12,2022,6,32,6
2022-02-19,2022,7,32,8
2022-02-26,2022,8,32,9
2022-03-05,2022,9,32,20
2022-03-12,2022,10,32,25
2022-03-19,2022,11,32,37
2022-03-26,2022,12,32,43
2022-04-02,2022,13,32,59
2022-04-09,2022,14,32,96
2022-04-16,2022,15,32,73
2022-04-23,2022,16,32,76
2022-04-30,2022,17,32,53
2022-05-07,2022,18,32,44
2022-05-14,2022,19,32,81
2022-05-21,2022,20,32,85
2022-05-28,2022,21,32,76
2022-06-04,2022,22,32,64
2022-06-11,2022,23,32,86
2022-06-18,2022,24,32,48
2022-06-25,2022,25,32,30
2022-07-02,2022,26,32,24
2022-07-09,2022,27,32,18
2022-07-16,2022,28,32,16
2022-07-23,2022,29,32,3
2022-07-30,2022,30,32,6
2022-08-06,2022,31,32,1
2022-08-13,2022,32,32,1
2022-08-20,2022,33,32,2
2022-08-27,2022,34,32,7
2022-09-03,2022,35,32,3
2022-09-10,2022,36,32,6
2022-09-17,2022,37,32,8
2022-09-24,2022,38,32,9
2022-10-01,2022,39,32,14
2022-10-08,2022,40,32,37
2022-10-15,2022,41,32,8
2022-10-22,2022,42,32,14
2022-10-29,2022,43,32,12
2022-11-05,2022,44,32,31
2022-11-12,2022,45,32,80
2022-11-19,2022,46,32,157
2022-11-26,2022,47,32,252
2022-12-03,2022,48,32,397
2022-12-10,2022,49,32,366
2022-12-17,2022,50,32,231
2022-12-24,2022,51,32,232
2022-12-31,2022,52,32,169
2023-01-07,2023,1,32,107
2023-01-14,2023,2,32,29
2023-01-21,2023,3,32,21
2023-01-28,2023,4,32,11
2023-02-04,2023,5,32,6
2023-02-11,2023,6,32,10
2023-02-18,2023,7,32,11
2023-02-25,2023,8,32,3
2023-03-04,2023,9,32,4
2023-03-11,2023,10,32,3
2023-03-18,2023,11,32,6
2023-03-25,2023,12,32,10
2023-04-01,2023,13,32,3
2023-04-08,2023,14,32,7
2023-04-15,2023,15,32,4
2023-04-22,2023,16,32,0
2023-04-29,2023,17,32,6
2023-05-06,2023,18,32,5
2023-05-13,2023,19,32,6
2023-05-20,2023,20,32,4
2023-05-27,2023,21,32,5
2022-02-12,2022,6,33,11
2022-02-19,2022,7,33,7
2022-02-26,2022,8,33,4
2022-03-05,2022,9,33,3
2022-03-12,2022,10,33,17
2022-03-19,2022,11,33,8
2022-03-26,2022,12,33,9
2022-04-02,2022,13,33,9
2022-04-09,2022,14,33,16
2022-04-16,2022,15,33,19
2022-04-23,2022,16,33,32
2022-04-30,2022,17,33,30
2022-05-07,2022,18,33,26
2022-05-14,2022,19,33,15
2022-05-21,2022,20,33,14
2022-05-28,2022,21,33,10
2022-06-04,2022,22,33,8
2022-06-11,2022,23,33,4
2022-06-18,2022,24,33,2
2022-06-25,2022,25,33,1
2022-07-02,2022,26,33,3
2022-07-09,2022,27,33,1
2022-07-16,2022,28,33,0
2022-07-23,2022,29,33,2
2022-07-30,2022,30,33,2
2022-08-06,2022,31,33,1
2022-08-13,2022,32,33,1
2022-08-20,2022,33,33,0
2022-08-27,2022,34,33,0
2022-09-03,2022,35,33,0
2022-09-10,2022,36,33,0
2022-09-17,2022,37,33,3
2022-09-24,2022,38,33,2
2022-10-01,2022,39,33,0
2022-10-08,2022,40,33,0
2022-10-15,2022,41,33,0
2022-10-22,2022,42,33,1
2022-10-29,2022,43,33,0
2022-11-05,2022,44,33,3
2022-11-12,2022,45,33,5
2022-11-19,2022,46,33,7
2022-11-26,2022,47,33,12
2022-12-03,2022,48,33,36
2022-12-10,2022,49,33,73
2022-12-17,2022,50,33,87
2022-12-24,2022,51,33,120
2022-12-31,2022,52,33,142
2023-01-07,2023,1,33,100
2023-01-14,2023,2,33,44
2023-01-21,2023,3,33,20
2023-01-28,2023,4,33,20
2023-02-04,2023,5,33,1
2023-02-11,2023,6,33,9
2023-02-18,2023,7,33,4
2023-02-25,2023,8,33,2
2023-03-04,2023,9,33,1
2023-03-11,2023,10,33,6
2023-03-18,2023,11,33,9
2023-03-25,2023,12,33,9
2023-04-01,2023,13,33,9
2023-04-08,2023,14,33,5
2023-04-15,2023,15,33,0
2023-04-22,2023,16,33,1
2023-04-29,2023,17,33,3
2023-05-06,2023,18,33,2
2023-05-13,2023,19,33,1
2023-05-20,2023,20,33,1
2023-05-27,2023,21,33,3
2022-02-12,2022,6,34,25
2022-02-19,2022,7,34,32
2022-02-26,2022,8,34,35
2022-03-05,2022,9,34,41
2022-03-12,2022,10,34,39
2022-03-19,2022,11,34,52
2022-03-26,2022,12,34,63
2022-04-02,2022,13,34,94
2022-04-09,2022,14,34,152
2022-04-16,2022,15,34,130
2022-04-23,2022,16,34,131
2022-04-30,2022,17,34,129
2022-05-07,2022,18,34,116
2022-05-14,2022,19,34,108
2022-05-21,2022,20,34,82
2022-05-28,2022,21,34,79
2022-06-04,2022,22,34,48
2022-06-11,2022,23,34,50
2022-06-18,2022,24,34,49
2022-06-25,2022,25,34,17
2022-07-02,2022,26,34,17
2022-07-09,2022,27,34,18
2022-07-16,2022,28,34,20
2022-07-23,2022,29,34,7
2022-07-30,2022,30,34,10
2022-08-06,2022,31,34,19
2022-08-13,2022,32,34,6
2022-08-20,2022,33,34,15
2022-08-27,2022,34,34,12
2022-09-03,2022,35,34,9
2022-09-10,2022,36,34,13
2022-09-17,2022,37,34,9
2022-09-24,2022,38,34,19
2022-10-01,2022,39,34,17
2022-10-08,2022,40,34,28
2022-10-15,2022,41,34,31
2022-10-22,2022,42,34,32
2022-10-29,2022,43,34,76
2022-11-05,2022,44,34,183
2022-11-12,2022,45,34,309
2022-11-19,2022,46,34,324
2022-11-26,2022,47,34,581
2022-12-03,2022,48,34,892
2022-12-10,2022,49,34,738
2022-12-17,2022,50,34,601
2022-12-24,2022,51,34,522
2022-12-31,2022,52,34,505
2023-01-07,2023,1,34,316
2023-01-14,2023,2,34,157
2023-01-21,2023,3,34,102
2023-01-28,2023,4,34,70
2023-02-04,2023,5,34,31
2023-02-11,2023,6,34,28
2023-02-18,2023,7,34,56
2023-02-25,2023,8,34,41
2023-03-04,2023,9,34,27
2023-03-11,2023,10,34,25
2023-03-18,2023,11,34,22
2023-03-25,2023,12,34,45
2023-04-01,2023,13,34,37
2023-04-08,2023,14,34,41
2023-04-15,2023,15,34,43
2023-04-22,2023,16,34,35
2023-04-29,2023,17,34,12
2023-05-06,2023,18,34,21
2023-05-13,2023,19,34,22
2023-05-20,2023,20,34,15
2023-05-27,2023,21,34,18
2022-02-12,2022,6,35,7
2022-02-19,2022,7,35,8
2022-02-26,2022,8,35,3
2022-03-05,2022,9,35,6
2022-03-12,2022,10,35,8
2022-03-19,2022,11,35,17
2022-03-26,2022,12,35,43
2022-04-02,2022,13,35,40
2022-04-09,2022,14,35,42
2022-04-16,2022,15,35,28
2022-04-23,2022,16,35,48
2022-04-30,2022,17,35,55
2022-05-07,2022,18,35,69
2022-05-14,2022,19,35,34
2022-05-21,2022,20,35,69
2022-05-28,2022,21,35,50
2022-06-04,2022,22,35,54
2022-06-11,2022,23,35,27
2022-06-18,2022,24,35,16
2022-06-25,2022,25,35,8
2022-07-02,2022,26,35,14
2022-07-09,2022,27,35,0
2022-07-16,2022,28,35,6
2022-07-23,2022,29,35,5
2022-07-30,2022,30,35,3
2022-08-06,2022,31,35,6
2022-08-13,2022,32,35,7
2022-08-20,2022,33,35,7
2022-08-27,2022,34,35,6
2022-09-03,2022,35,35,21
2022-09-10,2022,36,35,7
2022-09-17,2022,37,35,4
2022-09-24,2022,38,35,9
2022-10-01,2022,39,35,12
2022-10-08,2022,40,35,27
2022-10-15,2022,41,35,22
2022-10-22,2022,42,35,29
2022-10-29,2022,43,35,56
2022-11-05,2022,44,35,97
2022-11-12,2022,45,35,154
2022-11-19,2022,46,35,159
2022-11-26,2022,47,35,190
2022-12-03,2022,48,35,371
2022-12-10,2022,49,35,417
2022-12-17,2022,50,35,351
2022-12-24,2022,51,35,352
2022-12-31,2022,52,35,269
2023-01-07,2023,1,35,163
2023-01-14,2023,2,35,43
2023-01-21,2023,3,35,30
2023-01-28,2023,4,35,17
2023-02-04,2023,5,35,9
2023-02-11,2023,6,35,9
2023-02-18,2023,7,35,3
2023-02-25,2023,8,35,12
2023-03-04,2023,9,35,15
2023-03-11,2023,10,35,5
2023-03-18,2023,11,35,3
2023-03-25,2023,12,35,4
2023-04-01,2023,13,35,8
2023-04-08,2023,14,35,1
2023-04-15,2023,15,35,4
2023-04-22,2023,16,35,8
2023-04-29,2023,17,35,2
2023-05-06,2023,18,35,1
2023-05-13,2023,19,35,1
2023-05-20,2023,20,35,4
2023-05-27,2023,21,35,3
2022-02-12,2022,6,36,34
2022-02-19,2022,7,36,30
2022-02-26,2022,8,36,38
2022-03-05,2022,9,36,56
2022-03-12,2022,10,36,57
2022-03-19,2022,11,36,101
2022-03-26,2022,12,36,87
2022-04-02,2022,13,36,180
2022-04-09,2022,14,36,191
2022-04-16,2022,15,36,245
2022-04-23,2022,16,36,302
2022-04-30,2022,17,36,265
2022-05-07,2022,18,36,239
2022-05-14,2022,19,36,201
2022-05-21,2022,20,36,177
2022-05-28,2022,21,36,169
2022-06-04,2022,22,36,119
2022-06-11,2022,23,36,102
2022-06-18,2022,24,36,89
2022-06-25,2022,25,36,63
2022-07-02,2022,26,36,43
2022-07-09,2022,27,36,35
2022-07-16,2022,28,36,36
2022-07-23,2022,29,36,12
2022-07-30,2022,30,36,15
2022-08-06,2022,31,36,11
2022-08-13,2022,32,36,10
2022-08-20,2022,33,36,19
2022-08-27,2022,34,36,26
2022-09-03,2022,35,36,21
2022-09-10,2022,36,36,14
2022-09-17,2022,37,36,20
2022-09-24,2022,38,36,12
2022-10-01,2022,39,36,29
2022-10-08,2022,40,36,38
2022-10-15,2022,41,36,49
2022-10-22,2022,42,36,49
2022-10-29,2022,43,36,107
2022-11-05,2022,44,36,206
2022-11-12,2022,45,36,300
2022-11-19,2022,46,36,508
2022-11-26,2022,47,36,871
2022-12-03,2022,48,36,1350
2022-12-10,2022,49,36,1531
2022-12-17,2022,50,36,1741
2022-12-24,2022,51,36,1485
2022-12-31,2022,52,36,1273
2023-01-07,2023,1,36,797
2023-01-14,2023,2,36,425
2023-01-21,2023,3,36,243
2023-01-28,2023,4,36,154
2023-02-04,2023,5,36,94
2023-02-11,2023,6,36,98
2023-02-18,2023,7,36,84
2023-02-25,2023,8,36,50
2023-03-04,2023,9,36,51
2023-03-11,2023,10,36,57
2023-03-18,2023,11,36,64
2023-03-25,2023,12,36,73
2023-04-01,2023,13,36,78
2023-04-08,2023,14,36,76
2023-04-15,2023,15,36,74
2023-04-22,2023,16,36,45
2023-04-29,2023,17,36,40
2023-05-06,2023,18,36,50
2023-05-13,2023,19,36,48
2023-05-20,2023,20,36,53
2023-05-27,2023,21,36,59
2022-02-12,2022,6,37,32
2022-02-19,2022,7,37,32
2022-02-26,2022,8,37,36
2022-03-05,2022,9,37,54
2022-03-12,2022,10,37,52
2022-03-19,2022,11,37,15
2022-03-26,2022,12,37,25
2022-04-02,2022,13,37,37
2022-04-09,2022,14,37,45
2022-04-16,2022,15,37,53
2022-04-23,2022,16,37,56
2022-04-30,2022,17,37,60
2022-05-07,2022,18,37,51
2022-05-14,2022,19,37,47
2022-05-21,2022,20,37,54
2022-05-28,2022,21,37,34
2022-06-04,2022,22,37,30
2022-06-11,2022,23,37,45
2022-06-18,2022,24,37,73
2022-06-25,2022,25,37,48
2022-07-02,2022,26,37,41
2022-07-09,2022,27,37,19
2022-07-16,2022,28,37,41
2022-07-23,2022,29,37,41
2022-07-30,2022,30,37,8
2022-08-06,2022,31,37,2
2022-08-13,2022,32,37,12
2022-08-20,2022,33,37,13
2022-08-27,2022,34,37,13
2022-09-03,2022,35,37,8
2022-09-10,2022,36,37,14
2022-09-17,2022,37,37,17
2022-09-24,2022,38,37,13
2022-10-01,2022,39,37,21
2022-10-08,2022,40,37,22
2022-10-15,2022,41,37,32
2022-10-22,2022,42,37,79
2022-10-29,2022,43,37,211
2022-11-05,2022,44,37,281
2022-11-12,2022,45,37,371
2022-11-19,2022,46,37,369
2022-11-26,2022,47,37,467
2022-12-03,2022,48,37,600
2022-12-10,2022,49,37,385
2022-12-17,2022,50,37,315
2022-12-24,2022,51,37,296
2022-12-31,2022,52,37,308
2023-01-07,2023,1,37,194
2023-01-14,2023,2,37,124
2023-01-21,2023,3,37,59
2023-01-28,2023,4,37,34
2023-02-04,2023,5,37,45
2023-02-11,2023,6,37,55
2023-02-18,2023,7,37,42
2023-02-25,2023,8,37,30
2023-03-04,2023,9,37,34
2023-03-11,2023,10,37,28
2023-03-18,2023,11,37,30
2023-03-25,2023,12,37,18
2023-04-01,2023,13,37,10
2023-04-08,2023,14,37,27
2023-04-15,2023,15,37,21
2023-04-22,2023,16,37,15
2023-04-29,2023,17,37,7
2023-05-06,2023,18,37,8
2023-05-13,2023,19,37,17
2023-05-20,2023,20,37,10
2023-05-27,2023,21,37,6
2022-02-12,2022,6,38,5
2022-02-19,2022,7,38,5
2022-02-26,2022,8,38,0
2022-03-05,2022,9,38,2
2022-03-12,2022,10,38,6
2022-03-19,2022,11,38,4
2022-03-26,2022,12,38,5
2022-04-02,2022,13,38,3
2022-04-09,2022,14,38,5
2022-04-16,2022,15,38,7
2022-04-23,2022,16,38,5
2022-04-30,2022,17,38,2
2022-05-07,2022,18,38,1
2022-05-14,2022,19,38,1
2022-05-21,2022,20,38,1
2022-05-28,2022,21,38,0
2022-06-04,2022,22,38,3
2022-06-11,2022,23,38,2
2022-06-18,2022,24,38,0
2022-06-25,2022,25,38,0
2022-07-02,2022,26,38,0
2022-07-09,2022,27,38,0
2022-07-16,2022,28,38,1
2022-07-23,2022,29,38,2
2022-07-30,2022,30,38,0
2022-08-06,2022,31,38,2
2022-08-13,2022,32,38,2
2022-08-20,2022,33,38,0
2022-08-27,2022,34,38,0
2022-09-03,2022,35,38,3
2022-09-10,2022,36,38,0
2022-09-17,2022,37,38,0
2022-09-24,2022,38,38,1
2022-10-01,2022,39,38,0
2022-10-08,2022,40,38,0
2022-10-15,2022,41,38,2
2022-10-22,2022,42,38,1
2022-10-29,2022,43,38,2
2022-11-05,2022,44,38,5
2022-11-12,2022,45,38,10
2022-11-19,2022,46,38,12
2022-11-26,2022,47,38,28
2022-12-03,2022,48,38,49
2022-12-10,2022,49,38,59
2022-12-17,2022,50,38,95
2022-12-24,2022,51,38,70
2022-12-31,2022,52,38,81
2023-01-07,2023,1,38,69
2023-01-14,2023,2,38,48
2023-01-21,2023,3,38,28
2023-01-28,2023,4,38,21
2023-02-04,2023,5,38,8
2023-02-11,2023,6,38,19
2023-02-18,2023,7,38,8
2023-02-25,2023,8,38,9
2023-03-04,2023,9,38,4
2023-03-11,2023,10,38,6
2023-03-18,2023,11,38,10
2023-03-25,2023,12,38,0
2023-04-01,2023,13,38,0
2023-04-08,2023,14,38,8
2023-04-15,2023,15,38,4
2023-04-22,2023,16,38,5
2023-04-29,2023,17,38,3
2023-05-06,2023,18,38,8
2023-05-13,2023,19,38,1
2023-05-20,2023,20,38,4
2023-05-27,2023,21,38,3
2022-02-12,2022,6,39,29
2022-02-19,2022,7,39,41
2022-02-26,2022,8,39,33
2022-03-05,2022,9,39,50
2022-03-12,2022,10,39,86
2022-03-19,2022,11,39,104
2022-03-26,2022,12,39,106
2022-04-02,2022,13,39,100
2022-04-09,2022,14,39,135
2022-04-16,2022,15,39,123
2022-04-23,2022,16,39,136
2022-04-30,2022,17,39,100
2022-05-07,2022,18,39,104
2022-05-14,2022,19,39,82
2022-05-21,2022,20,39,61
2022-05-28,2022,21,39,47
2022-06-04,2022,22,39,41
2022-06-11,2022,23,39,25
2022-06-18,2022,24,39,24
2022-06-25,2022,25,39,12
2022-07-02,2022,26,39,18
2022-07-09,2022,27,39,4
2022-07-16,2022,28,39,8
2022-07-23,2022,29,39,12
2022-07-30,2022,30,39,7
2022-08-06,2022,31,39,3
2022-08-13,2022,32,39,1
2022-08-20,2022,33,39,12
2022-08-27,2022,34,39,14
2022-09-03,2022,35,39,13
2022-09-10,2022,36,39,16
2022-09-17,2022,37,39,5
2022-09-24,2022,38,39,12
2022-10-01,2022,39,39,17
2022-10-08,2022,40,39,18
2022-10-15,2022,41,39,32
2022-10-22,2022,42,39,39
2022-10-29,2022,43,39,115
2022-11-05,2022,44,39,211
2022-11-12,2022,45,39,244
2022-11-19,2022,46,39,329
2022-11-26,2022,47,39,646
2022-12-03,2022,48,39,966
2022-12-10,2022,49,39,952
2022-12-17,2022,50,39,982
2022-12-24,2022,51,39,783
2022-12-31,2022,52,39,688
2023-01-07,2023,1,39,429
2023-01-14,2023,2,39,179
2023-01-21,2023,3,39,107
2023-01-28,2023,4,39,66
2023-02-04,2023,5,39,63
2023-02-11,2023,6,39,46
2023-02-18,2023,7,39,42
2023-02-25,2023,8,39,24
2023-03-04,2023,9,39,24
2023-03-11,2023,10,39,26
2023-03-18,2023,11,39,32
2023-03-25,2023,12,39,34
2023-04-01,2023,13,39,30
2023-04-08,2023,14,39,13
2023-04-15,2023,15,39,26
2023-04-22,2023,16,39,18
2023-04-29,2023,17,39,18
2023-05-06,2023,18,39,16
2023-05-13,2023,19,39,18
2023-05-20,2023,20,39,9
2023-05-27,2023,21,39,18
2022-02-12,2022,6,40,70
2022-02-19,2022,7,40,78
2022-02-26,2022,8,40,81
2022-03-05,2022,9,40,95
2022-03-12,2022,10,40,129
2022-03-19,2022,11,40,167
2022-03-26,2022,12,40,163
2022-04-02,2022,13,40,164
2022-04-09,2022,14,40,117
2022-04-16,2022,15,40,107
2022-04-23,2022,16,40,76
2022-04-30,2022,17,40,43
2022-05-07,2022,18,40,35
2022-05-14,2022,19,40,51
2022-05-21,2022,20,40,36
2022-05-28,2022,21,40,35
2022-06-04,2022,22,40,37
2022-06-11,2022,23,40,26
2022-06-18,2022,24,40,28
2022-06-25,2022,25,40,30
2022-07-02,2022,26,40,25
2022-07-09,2022,27,40,26
2022-07-16,2022,28,40,22
2022-07-23,2022,29,40,6
2022-07-30,2022,30,40,6
2022-08-06,2022,31,40,24
2022-08-13,2022,32,40,9
2022-08-20,2022,33,40,7
2022-08-27,2022,34,40,10
2022-09-03,2022,35,40,9
2022-09-10,2022,36,40,10
2022-09-17,2022,37,40,9
2022-09-24,2022,38,40,8
2022-10-01,2022,39,40,6
2022-10-08,2022,40,40,7
2022-10-15,2022,41,40,17
2022-10-22,2022,42,40,36
2022-10-29,2022,43,40,59
2022-11-05,2022,44,40,46
2022-11-12,2022,45,40,85
2022-11-19,2022,46,40,177
2022-11-26,2022,47,40,426
2022-12-03,2022,48,40,829
2022-12-10,2022,49,40,871
2022-12-17,2022,50,40,764
2022-12-24,2022,51,40,682
2022-12-31,2022,52,40,700
2023-01-07,2023,1,40,481
2023-01-14,2023,2,40,268
2023-01-21,2023,3,40,139
2023-01-28,2023,4,40,97
2023-02-04,2023,5,40,75
2023-02-11,2023,6,40,52
2023-02-18,2023,7,40,42
2023-02-25,2023,8,40,35
2023-03-04,2023,9,40,27
2023-03-11,2023,10,40,27
2023-03-18,2023,11,40,22
2023-03-25,2023,12,40,23
2023-04-01,2023,13,40,22
2023-04-08,2023,14,40,22
2023-04-15,2023,15,40,17
2023-04-22,2023,16,40,17
2023-04-29,2023,17,40,22
2023-05-06,2023,18,40,9
2023-05-13,2023,19,40,14
2023-05-20,2023,20,40,26
2023-05-27,2023,21,40,16
2022-02-12,2022,6,41,2
2022-02-19,2022,7,41,6
2022-02-26,2022,8,41,3
2022-03-05,2022,9,41,2
2022-03-12,2022,10,41,9
2022-03-19,2022,11,41,19
2022-03-26,2022,12,41,23
2022-04-02,2022,13,41,10
2022-04-09,2022,14,41,15
2022-04-16,2022,15,41,15
2022-04-23,2022,16,41,29
2022-04-30,2022,17,41,20
2022-05-07,2022,18,41,30
2022-05-14,2022,19,41,30
2022-05-21,2022,20,41,38
2022-05-28,2022,21,41,29
2022-06-04,2022,22,41,29
2022-06-11,2022,23,41,16
2022-06-18,2022,24,41,12
2022-06-25,2022,25,41,7
2022-07-02,2022,26,41,2
2022-07-09,2022,27,41,0
2022-07-16,2022,28,41,7
2022-07-23,2022,29,41,1
2022-07-30,2022,30,41,2
2022-08-06,2022,31,41,0
2022-08-13,2022,32,41,2
