forecast_date,target,target_end_date,location,type,quantile,value
2023-06-01,2 month ahead inc flu hosp,2023-07-01,13,quantile,0.850,375
2023-06-01,3 month ahead inc flu hosp,2023-08-01,13,quantile,0.850,417
2023-06-01,4 month ahead inc flu hosp,2023-09-01,13,quantile,0.850,441
2023-06-01,1 month ahead inc flu hosp,2023-06-01,13,quantile,0.900,325
2023-06-01,2 month ahead inc flu hosp,2023-07-01,13,quantile,0.900,418
2023-06-01,3 month ahead inc flu hosp,2023-08-01,13,quantile,0.900,470
2023-06-01,4 month ahead inc flu hosp,2023-09-01,13,quantile,0.900,501
2023-06-01,1 month ahead inc flu hosp,2023-06-01,13,quantile,0.950,365
2023-06-01,2 month ahead inc flu hosp,2023-07-01,13,quantile,0.950,482
2023-06-01,3 month ahead inc flu hosp,2023-08-01,13,quantile,0.950,549
2023-06-01,4 month ahead inc flu hosp,2023-09-01,13,quantile,0.950,590
2023-06-01,1 month ahead inc flu hosp,2023-06-01,13,quantile,0.975,399
2023-06-01,2 month ahead inc flu hosp,2023-07-01,13,quantile,0.975,537
2023-06-01,3 month ahead inc flu hosp,2023-08-01,13,quantile,0.975,618
2023-06-01,4 month ahead inc flu hosp,2023-09-01,13,quantile,0.975,667
2023-06-01,1 month ahead inc flu hosp,2023-06-01,13,quantile,0.990,439
2023-06-01,2 month ahead inc flu hosp,2023-07-01,13,quantile,0.990,601
2023-06-01,3 month ahead inc flu hosp,2023-08-01,13,quantile,0.990,697
2023-06-01,4 month ahead inc flu hosp,2023-09-01,13,quantile,0.990,756
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,point,NA,8
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,point,NA,8
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,point,NA,8
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,point,NA,8
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.010,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.010,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.010,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.010,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.025,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.025,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.025,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.025,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.050,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.050,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.050,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.050,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.100,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.100,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.100,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.100,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.150,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.150,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.150,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.150,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.200,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.200,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.200,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.200,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.250,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.250,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.250,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.250,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.300,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.300,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.300,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.300,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.350,2
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.350,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.350,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.350,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.400,4
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.400,3
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.400,1
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.400,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.450,6
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.450,5
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.450,4
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.450,4
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.500,8
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.500,8
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.500,8
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.500,8
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.550,9
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.550,10
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.550,11
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.550,11
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.600,11
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.600,12
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.600,14
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.600,15
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.650,13
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.650,15
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.650,17
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.650,18
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.700,15
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.700,18
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.700,20
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.700,22
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.750,17
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.750,21
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.750,24
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.750,26
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.800,19
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.800,24
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.800,28
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.800,31
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.850,22
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.850,28
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.850,33
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.850,37
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.900,25
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.900,33
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.900,39
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.900,43
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.950,30
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.950,40
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.950,47
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.950,54
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.975,34
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.975,46
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.975,55
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.975,63
2023-06-01,1 month ahead inc flu hosp,2023-06-01,15,quantile,0.990,39
2023-06-01,2 month ahead inc flu hosp,2023-07-01,15,quantile,0.990,53
2023-06-01,3 month ahead inc flu hosp,2023-08-01,15,quantile,0.990,64
2023-06-01,4 month ahead inc flu hosp,2023-09-01,15,quantile,0.990,73
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,point,NA,59
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,point,NA,57
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,point,NA,56
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,point,NA,55
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.010,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.010,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.010,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.010,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.025,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.025,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.025,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.025,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.050,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.050,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.050,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.050,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.100,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.100,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.100,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.100,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.150,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.150,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.150,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.150,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.200,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.200,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.200,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.200,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.250,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.250,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.250,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.250,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.300,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.300,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.300,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.300,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.350,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.350,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.350,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.350,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.400,21
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.400,16
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.400,15
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.400,14
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.450,40
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.450,37
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.450,35
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.450,35
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.500,59
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.500,57
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.500,56
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.500,55
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.550,78
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.550,77
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.550,77
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.550,76
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.600,98
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.600,98
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.600,97
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.600,97
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.650,118
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.650,119
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.650,119
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.650,119
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.700,139
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.700,142
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.700,142
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.700,142
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.750,162
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.750,166
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.750,166
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.750,167
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.800,187
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.800,193
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.800,194
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.800,194
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.850,217
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.850,224
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.850,226
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.850,226
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.900,255
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.900,264
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.900,266
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.900,267
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.950,310
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.950,322
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.950,325
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.950,326
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.975,358
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.975,373
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.975,377
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.975,378
2023-06-01,1 month ahead inc flu hosp,2023-06-01,16,quantile,0.990,414
2023-06-01,2 month ahead inc flu hosp,2023-07-01,16,quantile,0.990,432
2023-06-01,3 month ahead inc flu hosp,2023-08-01,16,quantile,0.990,437
2023-06-01,4 month ahead inc flu hosp,2023-09-01,16,quantile,0.990,439
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,point,NA,144
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,point,NA,172
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,point,NA,182
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,point,NA,178
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.010,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.010,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.010,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.010,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.025,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.025,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.025,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.025,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.050,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.050,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.050,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.050,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.100,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.100,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.100,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.100,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.150,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.150,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.150,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.150,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.200,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.200,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.200,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.200,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.250,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.250,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.250,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.250,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.300,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.300,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.300,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.300,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.350,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.350,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.350,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.350,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.400,16
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.400,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.400,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.400,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.450,80
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.450,86
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.450,83
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.450,70
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.500,144
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.500,172
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.500,182
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.500,178
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.550,207
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.550,259
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.550,280
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.550,286
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.600,272
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.600,347
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.600,381
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.600,397
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.650,339
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.650,438
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.650,484
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.650,510
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.700,409
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.700,533
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.700,593
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.700,630
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.750,485
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.750,637
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.750,711
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.750,760
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.800,570
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.800,752
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.800,842
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.800,904
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.850,668
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.850,886
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.850,995
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.850,1072
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.900,792
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.900,1055
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.900,1188
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.900,1283
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.950,976
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.950,1305
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.950,1473
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.950,1596
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.975,1135
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.975,1522
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.975,1721
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.975,1868
2023-06-01,1 month ahead inc flu hosp,2023-06-01,17,quantile,0.990,1321
2023-06-01,2 month ahead inc flu hosp,2023-07-01,17,quantile,0.990,1775
2023-06-01,3 month ahead inc flu hosp,2023-08-01,17,quantile,0.990,2008
2023-06-01,4 month ahead inc flu hosp,2023-09-01,17,quantile,0.990,2184
2023-06-01,1 month ahead inc flu hosp,2023-06-01,18,point,NA,249
2023-06-01,2 month ahead inc flu hosp,2023-07-01,18,point,NA,239
2023-06-01,3 month ahead inc flu hosp,2023-08-01,18,point,NA,233
2023-06-01,4 month ahead inc flu hosp,2023-09-01,18,point,NA,229
2023-06-01,1 month ahead inc flu hosp,2023-06-01,18,quantile,0.010,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,18,quantile,0.010,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,18,quantile,0.010,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,18,quantile,0.010,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,18,quantile,0.025,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,18,quantile,0.025,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,18,quantile,0.025,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,18,quantile,0.025,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,18,quantile,0.050,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,18,quantile,0.050,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,18,quantile,0.050,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,18,quantile,0.050,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,18,quantile,0.100,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,18,quantile,0.100,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,18,quantile,0.100,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,18,quantile,0.100,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,18,quantile,0.150,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,18,quantile,0.150,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,18,quantile,0.150,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,18,quantile,0.150,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,18,quantile,0.200,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,18,quantile,0.200,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,18,quantile,0.200,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,18,quantile,0.200,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,18,quantile,0.250,0
2023-06-01,2 month ahead inc flu hosp,2023-07-01,18,quantile,0.250,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,18,quantile,0.250,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,18,quantile,0.250,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,18,quantile,0.300,6
2023-06-01,2 month ahead inc flu hosp,2023-07-01,18,quantile,0.300,0
2023-06-01,3 month ahead inc flu hosp,2023-08-01,18,quantile,0.300,0
2023-06-01,4 month ahead inc flu hosp,2023-09-01,18,quantile,0.300,0
2023-06-01,1 month ahead inc flu hosp,2023-06-01,18,quantile,0.350,71
2023-06-01,2 month ahead inc flu hosp,2023-07-01,18,quantile,0.350,45
2023-06-01,3 month ahead inc flu hosp,2023-08-01,18,quantile,0.350,33
2023-06-01,4 month ahead inc flu hosp,2023-09-01,18,quantile,0.350,26
2023-06-01,1 month ahead inc flu hosp,2023-06-01,18,quantile,0.400,132
2023-06-01,2 month ahead inc flu hosp,2023-07-01,18,quantile,0.400,112
2023-06-01,3 month ahead inc flu hosp,2023-08-01,18,quantile,0.400,101
